"id","title","description","manufacturer","price"
"b000s5x3q0","grisoft avg anti-virus & anti-spyware - 2 year subscription","avg know buy pc run security software. avg designed use least amount pc's resource offering rock-solid protection latest internet threats. system requirements: cpu intel pentium 300 mhz 70 mb free hard drive space 64 mb ram format: win 2000 xp vista","grisoft","39.95"
"b000fer1cq","phase one capture one le","capture one le affordable way get professional raw shooting. start shooting raw get better image quality customized workflow. capture one le quickly see gain benefit working raw files. renowned excellent image quality efficient workflow tool easily upgradeable powerful pro edition - software need superior digital photography.","phase one","0.0"
"b000kbszns","family tree maker version 16 collector edition","family tree maker version 16 (collector's edition) access 5 billion record ancestry.com research family's history. best-selling genealogy program 15 straight year family tree maker let access world's largest online data based including u.s. record collection naturalization record immigration record much","encore software","0.0"
"b000bi641a","sims 2 university expansion pack","expansion pack; requires sims 2 run sims 2: university get chance take sim college. watch enjoy newfound freedom -- they'll party friend join fraternity sorority pull outrageous pranks. help fulfill new lifetime goal unlock reward reap benefit university years.","aspyr medium","34.99"
"b000saufpw","dk amazing animal 1.1","meet cd host henry delightful 3-d animated lizard lead wonderful world animal kingdom! amazing animal expert notebook packed photo map sound amazing animal facts. hear snap snarl bobcat discover fast school deadly piranha strip animal bone. pop-up window explain pronounce unfamiliar words. need amazing animal postcards? writing paper envelopes? find toy box along label card invitation nearly dozen mask download henry winsome chimp fierce-looking shark. thirty animal movie see natural habitat exotic animal like sea horse bloating toads. play animal photographer snap picture compiling animal expert scrapbook information. learn enough play animal fact quiz earn reward sticker add scrapbook!","global software publishing","9.99"
"b000p5in5e","sunset boulevard","contains following songs: 1. never said goodbye 2. much love care 3. one look 4. perfect year 5. unexpected song 6. dream 7. close every door 8. love change everything 9. know love 10. cry argentina","yamaha","31.95"
"b000frs492","kakuro puzzle addict unlimited edition","kakuro puzzle addict unlimited delivers great puzzle action. kakuro sudoku's big brother -- arrange cross sum fit grid. challenge brain popular set puzzles!","global software publishing","9.99"
"b000gi7itw","eovia carrara 5 pro","carrara 5 pro enables artist build complete animated project start finish -- single piece software. multitude feature give robust suite modeling animation rendering tools. multiple modeler preset texture shaders ultra-fast realistic rendering carrara 5 give need -- wrapped intuitive user interface experienced 3d artist novice alike embrace. software support macintosh window platform take advantage opengl acceleration network rendering provides superior interchange industry-leading design application web tool video editing effect software. volumetric cloud realistically scatter light atmosphere 3d manipulator edge-tools advanced surface tool soft selection object replicator tool all-new particle system animation graph editor","eovia","0.0"
"b000tilkpc","global software smart step 1st grade ( window macintosh )","developed education specialist smart step build solid foundation reading math science creativity prepare student lifetime success school. unique tracking system give detailed chart student's development highlight area interest identifies area student need practice. innovative sticker reward system inspires student complete activity continue new skill practice again. host creative activity incredible variety 100 practice exercise smart step teach reinforce learning skill mastered implemented.","global software","0.0"
"b0001ipy66","wild photo effect (jewel case)","create wacky picture silly caricatures!wild photo effect provides 40 simple point-and-click tool create funky picture instantly!special effects: catastrophe tool like collapse explosion pinch punch global tool like tornado wind ripple wave blot shrink deflate tool grow magnify tool smooth undo tool hook hammer drill effect tool come three different size precision editing. apply effect whole picture small part picture. apply one effect apply photo. effect tool customizable.you set intensity add little much effect desire. worry add much effect undone click mouse.record step effect make movie morph photo normal wacked out. vary speed playback good chuckle!when completed zany picture save new picture file original altered. print email final picture movie animated picture.take snapshot friend family add bug eye big nose suddenly ultimate tool embarrass them! family reunion season party picture never boring again.","hand software","9.99"
"b00074dy8e","amazing animal zoofari game (win/mac)","","global software","0.0"
"b000tl4qb4","morpheus photo animation suite","let imagination run wild! morpheus photo animation suite give power create morphs warp mix - like see movies! easily share creation everyone know! email animation family friend post myspace match.com flickr favorite sites. morpheus photo animation suite contains three awesome software product morph warp mix photos! share animation friend family seamlessly built-in email feature render morphs variety popular format including flash swf animated gif well exporting frame still format jpeg png tiff get creative! morph baby photo picture transform wife mother husband one beatles see happens mix two celebrity head together surprise wedding couple mixing face bride groom system requirement - mac o x 10.3.9 (tiger) higher 400mhz g4 higher cpu intel macintosh 256mb ram","smith micro software inc.","49.99"
"b000jx5jnq","scrapbook window","","abacus","0.0"
"b000exw524","sims complete","sims complete collection includes sims seven expansion pack -- one convenient package. entire world sims awaits quirky command. neighborhood they're sims whether prosper perish completely you! sims - unleashed add furry friend sims family. housebreak pet train trick buy toy best keep destroying house! sims - superstar let experience lifestyle rich famous guide sims superstardom. become movie star rocker supermodel spend cash extravagant new item home. sims - makin' magic cast spell hypnotize friend even turn neighbor frog. watch spell go haywire careful. neighborhood never same!","aspyr medium","49.99"
"b000q71qqy","airline tycoon deluxe","airline tycoon deluxe funny economy simulation proceeding realtime assigning complete responsibility airline. however dont fooled funny comic style included jokes: variety task requested competitor never miss chance set trap order put spoke wheel. ability put test continuously playing airline tycoon deluxe: able use aeroplane capacity land profitable charter flights? establish route lucrative scheduled flights? aeroplane cost millions; capable increasing share price obtaining enough fund issuing securities? stand construction new aeroplane role engineer? able avoid competitor deceitful attacks? accept unusual challenge win virtual laurel airline tycoon. deluxe version contains 20 new airport well new opportunities. interesting professional tycoon beginners.","topware interactive","19.99"
"b0002ce0v6","intellimover transfer pc deluxe","intellimover deluxe simplifies pc file migration saving time eliminating frustration. transfer customized setting preference data file email old pc new pc -- easily ever imagined. instantly get new pc file running start working immediately","nova development","69.99"
"b000h69szu","dk exotic animal africa","","global software publishing","9.99"
"b000ftpmc2","ilisten headset microphone 1.7","ilisten provides simplest easiest way get text application use simply dictate anywhere would type. exclusive talkanywhere technology allow dictate correct directly almost application mac o x. save problem typing use ilisten. even navigate finder print cut copy paste much using voice. even hand keyboard mouse use voice control mac. ilisten watch learn complete video excellent way learn get best ilisten. video take step setup installation training advanced usage. see easy ilisten use video training sample. hand free correction make easy correct update teach ilisten new word phrases. adapts speech - ilisten adapts pronunciation word faster accurately huge vocabulary - vocabulary 330 000 word developed cooperation oxford university command control - speech control computer built-in normal language individually created command constant feedback - ilisten floating palette provides constant feedback dock menu - even use dock access ilisten function mac o x multiple profile - everyone home create voice profile everyone use text macro capability - insert (up 32 000 character) standardized predetermined phrase text single spoken phrase speech navigation - open close control application navigate desktop speech applescript compatible - ability take advantage apple's built-in scripting language internet ready - surf web voice system requirement - mac o x 10.2.8 newer mac o 10.4 later recommended","csdc","0.0"
"b000qfrt4o","professional home design suite platinum","believe home castle? make so. easier think! plan design refine 3d right pc. professional home design 12 platinum integrates 16 different professional tool give million design combinations. simple step-by-step tool need building realistic dream home picking right color making perfect deck. create walk-out basement split-level design import fanciest newest cabinet design furniture even topographic excavation & 3d cutaway elevations. make backyard look gorgeous searchable database plant flowers. plan perfection planning foundation hvac electrical plumbing tools. dream home mouse click away. liveview window continually update home design real-time 3d draw deck landscaping design come life photo-realistic 3d - complete shadow - giving stunning true-to-life representation home design also includes dormer & skylight tool support fraction import 3d file plant guide landscaping - image property - suitable growth area? room wizard roofing wizard video (tool tip) tutorials; getting started tutorial enhanced file import/export support punch! developer kit floor plan trace interior material library exterior material library - siding brick rock paint stucco block wood mulch gravel editable 3d house plans; editable 3d deck & room template - including kitchen garage dining bath bedroom closet handicap access 2d/3d cad furniture design english metric measurement","punch! software","99.95"
"b000bwzy7q","world warcraft expansion: burning crusade","blizzard entertainment took online role playing storm hit title world warcraft. mind-boggling improvement graphic gameplay networking interface -- really every category -- game became crown prince genre. world warcraft player excited approaching release new expansion pack: world warcraft: burning crusade. pack expands already massive award-winning multiplayer online role-playing game tremendous bound adding new race land battleground profession item much much more. although release date set sample expect burning crusade. burning crusade highly anticipated unreleased expansion pack blizzard's world warcraft. lie medivh's tower? view larger. blood elf emerge new race burning crusade. view larger. blood elf seek golden destiny promised them. view larger. warcraft's newest continent: outland. view larger. beautiful land outland ravaged war. view larger. outland vital strategic location. view larger. expansion pack feature increase level cap 70. two new playable race including magical blood elf read below. race yet released blizzard. new starting zone quel'thalas beyond. another eye-opening addition entirely new unexplored continent outland reachable dark portal. plus find many new high-level dungeon explore azeroth outland elsewhere substantially boost gameplay. new flying mount outland; ton new dangerous monster (including epic world bosses); hundred new quest items; even new profession: jewelcrafting. course end list -- glimpse blizzard planned unreleased expansion pack. new story rumor several year passed since burning legion's defeat mount hyjal race azeroth continued rebuild shattered lives. renewed strength hero horde alliance begun explore new land broken dark portal investigate realm beyond known world. expansion pack burning crusade refers burning legion's ongoing effort destroy life azeroth. date burning legion's exploit documented warcraft iii war ancient novel trilogy. part expansion pack player able travel dark portal confront legion otherworldly battlefields. although one race revealed blizzard announced plan unveil detail possible additional race later date. hand many detail released new continent outland. player last visited outland warcraft iii: frozen throne alongside illidan conquered pit lord magtheridon's domain. player also gain access quel'thalas region northeast forsaken land blood elf reside. blizzard say expansion pack hold even new area ripe player exploration -- additional detail revealed month ahead. blizzard also plan add new dungeon battleground expansion though exact number yet determined. one upcoming dungeon player excited karazhan located within medivh's tower. medivh played central role warcraft lore blizzard convinced longtime player especially interested seeing karazhan contains. battleground blizzard released little information. however announced plan make battle past accessible cavern time. blood elves: new race thousand year ago exiled highborne landed shore lordaeron founded enchanted kingdom quel'thas. high elf called created fountain vast magical energy within heart land -- sunwell. time grew dependant sunwell's unstable energy regardless bitter lesson they'd learned age past. third war villainous prince arthas invaded quel'thalas reduced once-mighty realm rubble ashes. undead army decimated nearly high elven population. addition used sunwell's energy resurrect powerful undead lich kel'thuzad thereby fouling sunwell's mystical waters. elven survivor realizing cut source arcane power grew increasingly volatile desperate. midst elves' darkest hour came kael'thas sunstrider last quel'thalas' royal bloodline. kael commonly known knew remnant people would long survive without nourishing magic empowered them. renaming people blood elf honor fallen countryman kael taught survivor tap ambient mystical energy -- even demonic energy -- order sate terrible thirst magic. search new destiny people kael'thas ventured remote world outland encountered fallen night elf illidan. illidan's watchful eye kael blood elf regained much former power. unfortunately blood elf practice embracing demonic energy caused former comrade alliance shun them. thus remaining blood elf azeroth look desperately horde help reach outland reunite kael'thas achieve golden destiny promised them. outland: new continent beautiful homeworld orcs remains draenor scattered waste outland. following second war alliance invaded draenor crossing dark portal. horror discovered ner'zhul -- dark warlord horde -- constructed series new gateway could lead beaten horde newer unspoiled worlds. alliance force closed around ner'zhul opened gateway mean escape. however plan backfired gateway's clashing energy resulted massive catastrophic explosion ultimately ripped world draenor pieces. nearly thirteen year later -- towards end third war -- fallen night elf illidan discovered huge chunk draenor still existed floating upon astral wind twisting nether. defeat hand evil prince arthas illidan fled remnant draenor dubbed outland. quickly seized control chaotic region sealed last ner'zhul's gateways. though undisputed ruler ravaged land illidan life fear discovered powerful enemy -- notably arthas new lich king remaining lord burning legion. outland home number scattered draenei tribe primitive orcs powerful arcane creature nether itself. agent burning legion also targeted region vital strategic location unending burning crusade scour life universe. else expected? blizzard tantalized warcraft player brief glimpse burning crusade's storyline. hero find friend foes? danger reward lie wait beyond dark portal? discover demon thought vanquished returned renew terrible burning crusade? question remain unanswered gameplay explored role-playing warcrafters.","blizzard entertainment","39.99"
"b000bndgzw","sudoku puzzle addict","sudoku puzzle addict ( window ) hot new puzzle game million playing. world people getting sudoku -- 3 years' worth newspaper puzzle collected challenge beginner longtime player alike. game easy learn difficult master. fill missing number puzzle grid 3x3 grid contains number 1 9 without repeating. calculation advanced math needed. logic critical thinking - element make great puzzle game fun! save pause unfinished puzzle","global software publishing north america inc","6.99"
"b000fovsha","alliance future combat","alliance: future combat fight control entire central asian region decide destiny. 2008 areabetween iran afghanistan india china becomes democratic republic north dzambystan (drnd). get financial aid united state drnd's government allowed u military build top-secret subterranean base. unaware dangerous secret: heavily fortified base research center genetic engineering soldier testing lab next-generation weapon systems. diverse combat environment executed lush 3d detail wide range weather lighting condition resource gathering construction work bean counting - real-time action strategy","strategy first","19.99"
"b000i8thy4","dk smart step 3rd grade","give child competitive edge deserve! developed dedicated educator smart step 3rd grade target math reading science skill child need succeed. 130 tutorial 380 activity complete learning system third grader. unique sticker reward system provides continual encouragement inspire child complete activity - continue new ones. kids' learning system give parent straightforward way track child's progress. easily see child's strength challenge they're spending time. keep child step ahead smart steps!","global software publishing","9.99"
"b00009nfc1","marine aquarium 2.0 (mac)","virtual undersea paradiseproduct informationview marine life vibrant believe eyes! gorgeous detail havegone creating high-resolution fish model reef tank anindescribably realistic effect. achieve serenity exq","encore","19.99"
"b000sqnbp2","family tree maker 2008 platinum","","encore","99.95"
"b000nkpf7u","spongebob squarepants typing 2008 win/mac","spongebob squarepants typing 2008 educational fun kid age 7 up. kid get play spongebob friend improving typing skills. typing skill grow kid also pick nifty fact undersea life nautical nonsense!","encore software","19.95"
"b000cepgwg","call duty deluxe (mac) (dvd)","call duty deluxe delivers intensity wwii-era first-person shooter action. join squadmates authentic action across fortress europe's historic battlefields. experience cinematic intensity world war ii's epic battles. fight dive story came time -- seeing war eye ordinary soldier fighting squad glory honor survival buddies. feature original call duty united offensive expansion pack.","aspyr medium","39.99"
"b000h6d2do","gsp crossword addict","crossword addict (win 95 98 2000 xp)","global software publishing north america inc","9.99"
"b000ov404w","mike garson jazzical suite","contains following songs: 1. jazzical suite 2. longing 3. could happen 4. admiration 5. yesterday 6. remember love 7. lennie 8. blue suze 9. funny valentine 10. thing 11. reflection 12. gershwin medley: rhapsody blue s'wonderful love stay can't take away summertime man's gone love porgy fascinating rhythm got rhythm someone watch","yamaha","34.95"
"b000cqpc32","avid liquid pro","avid technology (00100810501) avid liquid pro","avid technology","1942.6"
"b00076ywii","learn play chess fritz & chesster 2 (mac)","learn play chess fritz & chesster let king day world chess rules! king queen go vacation young fritz left charge castle. explores surroundings he'll learn chess basic advanced strategy -- you!","viva medium","29.99"
"b00062uji0","land time: kindergarten","","brighter mind medium inc.","9.99"
"b000bcicr0","best card game (jewel case)","best card game feature 150 different card game age skill levels. enjoy 150 many variation solitaire poker blackjack rummy pinochle heart spade euchre cribbage oh hell fan tan spite malice canasta whist. there's also five classic game especially kid & 100 solitaire games. enhanced graphic multiple skill level customizable card background plenty hinst tip game -- got everything need great time! includes classics: euchre rummy cribbage pinochle whist canasta oh hell fan tan spite malice","hand software","9.99"
"b000ujw3ss","3d max 9 com new slm","3d max 9 com new slm","autodesk & e box","3495.0"
"b000rlnqcq","backpack journalist","backpack journalist portable solution video editing broadcasting. user easily capture edit audio/video transmit internet continuous recording pre-roll playback option - re-record portion audio track. timer - use timer help prepare making additional recordings. timer provides pre-start count-down. audio information display - recording audio information displayed waveform real-time. window provides ruler position bar scroll bar making easier record additional audio. 3 timeline track - one video track two audio track (voice effect). clip source management automatic clip insertion addition still image beginning end clip -capture screen shot clip camcorder insert image beginning end clip. customize timeline production news clip time length restriction easy transmission - editing done render transmit once. transmission configuration - configure ftp server setting (server ip user id password) update server content ease. auto error correction - connection lost error occurs program reconnect and/or resend data automatically. system requirement - win xp/vista - pentium iv 2.4 ghz higher 512 mb ram","honest technology","79.99"
"b000a2zlam","steinberg nuendo 3 digital audio software","nuendo 3 designed serve need everyone producing sound film television video game. new version steinberg's renowned medium production system offer feature post production ever also set new standard surround production. extensive set new feature traditional stereo audio production overall enhancement many existing function make nuendo one powerful tool kind medium production available anywhere. top new feature nuendo 3 import export aaf (advanced authoring format) integrates modern project interchange format supported company avid apple digidesign sadie merging fairlight adobe improved medium management tool include user definable event attribute extended search function enabling user setup search audio databases; convenient renaming functionality allows comfortable quick renaming multiple clip region event new warp picture feature allows lightning-fast matching audio picture fine tuning dialog replacement aligning music picture seamless integration pinnacle liquid video editing technology x-send project import liquid video editing application new afl/pfl functionality: pressing l (listen) button channel enables exclusively monitor channel signal audition bus routing an...","steinberg","2499.0"
"b000fem8ew","learn2 training microsoft excel","8 000 000 sold! used fortune 500 company top government agency training learn2 training microsoft excel walk process learning world's popular spreadsheet program pc. learn2 training microsoft excel easiest fastest way learn popular spreadsheet program pc. enjoy self-paced lesson teach use microsoft excel effectively ever whether beginner advanced user.","topic entertainment - software (consignment)","9.99"
"b000cco5wa","simply put software gotta sing ( windows/macintosh )","gotta sing offer professional voice lesson guaranteed improve singing voice. perfect tool professional singing instruction","simply put software","0.0"
"b00027eqmy","omniweb 5.0","","omni group","29.99"
"b000ccvp0a","simply put software data eliminator","data eliminator remove information computer hard drives. make simple protect identity theft purging computer prior donating recycling. wipe spyware virus start fresh.","simply put software","0.0"
"b0009gd0km","ibm viavoice advanced v.10","","nuance communication inc.","0.0"
"b000cabe4y","firstedge v 2.0 (mac)","firstedge 2 help keep business checking account order. provides basic accounting business management need small business easy use easy understand package. track expense create sale invoice keep customer information handy provide report accountant need tax reporting. host preference setup menu let perform accounting management chore way","myob u","99.95"
"b0006a5iwe","doom 3 (dvd) (mac)","ruin ancient martian civilization unlocked secret teleportation uac stop nothing harness world-altering technology. part marine detachment sent protect facility duty seemed simple enough?until invasion. epic clash pure evil must fight understand must done stop nightmare reaching earth. built id's revolutionary new 3d graphic engine doom 3 draw frightening gripping 3d gaming experience ever created.","aspyr medium","39.99"
"b00062vfec","f/a-18 operation iraqi freedom","f/a-18: operation iraqi freedom put cockpit f/a-18 hornet strike fighter fight operation iraqi freedom!","graphic simulation corporation","39.99"
"b0002dlrru","instant immersion italian platinum","instant immersion italian platinum take basic intermediate language skill time all. combine computer-based teaching portability audio lesson compact disc. 750 hour instruction become completely immersed language learn hearing real-world conversation usage.","topic entertainment","129.99"
"b000ixvqk2","civilization iv warlord (mac)","sid meier's civilization iv: warlord first expansion pack firaxis games' award-winning title civilization iv. paying homage history's greatest military leader expansion delivers eight unique interesting scenario giving player chance change course history help new powerful ?warlord? unit. civilization iv: warlord includes new civilization leader unit wonder offer even fun exciting way player expand civilization's military power strive world domination. leader trait - addition many existing leader trait civilization iv two new leader trait accompany expansion. new wonder - three new awe-inspiring wonder contributing new benefit culture civilization. unique building - player able construct building unique civilization. unit resource & improvement - many new item available core game introduced new scenario core game tweak addition - expanded feature gameplay tweak made core game requires full version civilization iv mac o x play requires operating system - mac o x 10.3.9 later powerpc g5 intel running 1.8 ghz faster","aspyr medium","29.99"
"b000fjs8sc","clickart 1.2 million dvd 2006 broderbund","clickart 1.2 million 2006","encore software","49.99"
"b000p49vis","middle school success essential","","topic entertainment","29.99"
"b000egoe9s","adventure workshop preschool (jewel case)","adventure workshop 7 preschool - 1st grade feature three great award-winning educational title 3-to-7 year olds. child love playing learning spending time favorite character -- love watching child laugh learn colorful clever activities. help build valuable skill subject include vocabulary reading comprehension addition subtraction logic art. give child ticket exciting learning adventure.","encore software","29.99"
"b000ofnri8","adobe creative suite cs3 production premium upgrade","note: upgrade version adobe creative suite 3 production premium. maximize productivity adobe creative suite 3 production premium upgrade software total post-production solution available mac windows. tighter-than-ever integration adobe's all-new video audio design tools--now including adobe flash cs3 professional software--offers smooth workflow concept delivery. reach widest possible audience delivering content film video dvd blu-ray disc web mobile devices. photoshop cs3 extended new dimension digital imaging illustrator cs3 powerful vector graphic creation flash cs3 professional creating rich interactive content adobe premiere pro cs3 capturing editing delivering video adobe encore cs3 preparing dvd title adobe effect cs3 professional industry-standard motion graphic visual effect put idea motion total post-production solution produce visually innovative work faster easily new adobe creative suite 3 production premium software mac windows. audience benefit corporate event videographers--you one chance capture critical shot small crew tight deadline need work fast client demand high production values. adobe creative suite 3 production premium combine latest version adobe's video audio design tool allowing capture event directly disc; work fast precision editing tools; create blockbuster effect adobe effect cs3 professional photoshop cs3 extended software; create match audio visuals adobe soundbooth software; deliver content however client need whether tape dvd blu-ray disc web mobile devices. unmatched integration productivity tool allow move quickly application keeping schedule without sacrificing high-quality results. motion graphic professionals--for visual effect creation motion graphic compositing need meet tight deadline client expect highest quality productions. adobe creative suite 3 production premium help deliver result using industry's leading motion graphic tool adobe effect cs3 professional software tightly integrated adobe photoshop cs3 extended illustrator adobe premiere pro component enable maximum flexibility performance. create multilayered composite rich animation high-quality graphic film television commercial bumper promos well dvd online content within fluid unified environment production premium. independent filmmakers--your passion storytelling. challenge finding right software handle every aspect production process deliver high-quality results. adobe creative suite 3 production premium help meet need complete toolset combining latest version adobe's industry-leading software component capturing footage directly disc performing nonlinear video audio editing producing motion graphic visual effect authoring dvd outputting content flv swf file web mobile devices. tell story stunning impact widest possible audience production premium. visually manage asset adobe bridge test mobile design adobe device central coordinate team member using adobe version cue host real-time web-based meeting adobe acrobat connect educators--adobe creative suite 3 production premium total post-production solution combining full new version adobe's world-class design graphic tools. production premium work every aspect visual design animation video film disc production cost effectively via single integrated interface. create promotional material website feature video content prepare student working wide range file format window mac platform deliver work across multiple medium types. interactive designers--integrating video interactive project increasingly part authoring rich engaging experience whether dvd interactive display website emerging mobile markets. adobe creative suite 3 production premium offer essential tool needed interactive authoring including new release adobe photoshop illustrator effect flash software. save time work fluidly effect flash generating sophisticated graphic animation interactive projects. top new feature adobe creative suite 3 production premium new adobe effect cs3 professional take advantage innovative new feature adobe effect cs3 professional shape layer flexible drawing animation vector shapes; puppet tool intuitive new approach shape animation; brainstorm quickly experiment refine design using parameter define. new adobe premiere pro cs3 adobe onlocation cs3* (windows version) make every phase video production efficient adobe premiere pro cs3 well adobe onlocation cs3* (formerly award-winning dv rack hd included production premium box) powerful set direct-to-disc recording on-set monitoring tool help produce high-quality video footage shooting sd hd camera. achieve dramatic effect using improved slow motion variable speed control adobe premiere pro cs3. new adobe photoshop cs3 extended illustrator cs3 enhance video production highest quality image vector illustrations. adobe photoshop cs3 extended use new video layer support edit paint video frame frame clone frames. illustrator cs3 provides new document profile video safe area specific output. adobe cs3 flash professional market service rich interactive website using adobe flash cs3 professional. work flash using familiar adobe interface familiar video workflows. export flash video cue point effect adobe premiere pro adobe soundbooth move animation easily effect flash. innovative new adobe soundbooth cs3 audio designed creative professional adobe soundbooth cs3 delivers focused tool quickly accomplish everyday audio tasks--even audio production specialty. fast intuitive soundbooth make easy remove noise recording polish voice-overs customize music sound effect fit production much more. new adobe encore cs3 author output multiple medium types. use familiar adobe interface author single encore cs3 project export standard-definition dvd high-definition blu-ray disc interactive dvd-style swf-based experience immediate use web. extensive integration exceptional productivity tighter-than-ever integration photoshop effect effect illustrator adobe premiere pro encore soundbooth flash streamlines workflow making easier ever move project file component application work common user interface. addition adobe bridge offer new file type support metadata previews. available mac window work platform choice. adobe creative suite 3 production premium available mac window supported broad selection book training material third-party plug-in leading industry partner including openhd partner alliance. expanded output option including video mobile phone reach broader audience using wider range format devices. use adobe medium encoder export 3gp h.264 video mobile phone ipod psp system mobile device effect adobe premiere pro soundbooth. preview result supported mobile device using adobe device central cs3. use adobe encore cs3 author dvd high-definition blu-ray disc interactive dvd-style swf-based experiences. quick effective keying new adobe ultra cs3 transform keying practical daily production tool type video project adobe ultra cs3 software. create highly realistic background composite drag-and-drop simplicity even marginal video source customize hundred virtual set included master set library 1 collection virtual set alternate angle motion tracking scaling put subject set front it. output broadcast quality wide range advanced file formats. improve efficiency incorporate tapeless workflow shoot using adobe onlocation cs3 monitor camera's video signal record directly computer hard drive. adobe soundbooth cs3 creating editing audio quickly intuitively additional feature future-ready tool delivery video content anywhere meet today's production demand tomorrow's challenge head on. broad support leading standard format open approach hardware platform support rich ecosystem plug-in third-party solution ability deliver video content new type devices--from mobile blu-ray disc--give competitive edge. intermediate rendering thanks adobe dynamic link enjoy greater freedom experiment new idea without wait intermediate rendering. exclusively available production premium adobe dynamic link allows edit composition effect view update instantly adobe premiere pro adobe encore. engaging online experience leveraging new adobe flash cs3 use industry's advanced interactive authoring environment integrate video content uniquely engaging website presentation mobile content. export layered vector animation effect flash import swf file vector effect encode flv file cue point effect adobe premiere pro soundbooth. compositing animation new adobe effect cs3 professional innovative new feature make industry standard even essential. adobe effect cs3 software offer new shape layer drawing animating vector shape intuitive new approach shape animation using puppet tool new integration flash photoshop dramatically improved performance maintain creative momentum. real-time editing new adobe premiere pro cs3 adobe encore cs3 adobe onlocation cs3* (windows version) available mac window adobe premiere pro cs3 software offer scalable efficient flexible nonlinear video editing improved slow-motion capability delivery options. support hd hdv sd dv give flexibility deliver high-quality work. use encore cs3 create full-featured menu-driven standard-definition dvd high-definition blu-ray disc interactive dvd-style swf-based experience immediate use web. window enjoy new direct-to-disc recording on-set monitoring tool help produce high-quality video footage adobe onlocation cs3. image editing graphic creation adobe photoshop cs3 illustrator cs3 integrate image graphic use productions. adobe photoshop cs3 extended use new video layer support edit paint video frame frame clone frames. use advanced drawing texturing coloring tracing typography tool create vector artwork adobe illustrator cs3 software. fast intuitive audio editing creation adobe soundbooth cs3 adobe soundbooth cs3 let take command audio film video flash project convenient task-based tool make high-quality audio production efficient even audio production specialty. video production preview mobile device use adobe medium encoder effect adobe premiere pro soundbooth export 3gp h.264 video mobile phone ipod psp system mobile devices. preview result supported device using adobe device central cs3. *for macintosh user adobe onlocation requires boot camp window (purchased separately) separate window based computer. adobe creative suite 3: what's edition? adobe creative suite 3 edition design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe firework cs3 adobe effect cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional feature service adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photo adobe acrobat connect * adobe ultra run microsoft window only. macintosh user adobe onlocation requires bootcamp window (purchased separately) separate windows-based computer.","adobe","799.0"
"b00081i6ji","adobe photoshop cs2 (mac) [old version]","hard imagine adobe make photoshop better this. long considered professional image-editing standard among graphic digital artist worldwide photoshop certain cement reputation even array new feature offered adobe photoshop cs2 macintosh. artist creative professional photographer industry professional find work flow image customization enhancement worth far price upgrade. achieve amazing result fraction time groundbreaking vanishing point tool let clone paint paste element automatically match perspective surrounding image area. adobe bridge (formerly file browser) adobe bridge software new-generation file browser--photoshop's navigational control center allows browse organize label preview graphic photoshop file quickly efficiently. adobe bridge take file browser introduced photoshop 7.0 step providing centralized access suite project file application settings. adobe bridge process multiple camera raw image once; resize rate label thumbnails; review image slide show mode; more. file organization sharing plus adobe stock photo fingertip time simply search file want place using metadata--such key word color image resolution--and seamlessly drag drop file photoshop. even page entire adobe pdf file right preview panel adobe bridge. adobe bridge also browse search purchase royalty-free image leading stock photo agency without ever leaving indesign cs2. simple that. revolutionary vanishing point image warp photographer especially amazed effect vanishing point bring project. clone paint paste element automatically match perspective surrounding image area fraction time currently takes. image warp easily create packaging mockups dimensional effect wrapping image around shape. place client's logo around coffee cup stretch curl bend image across hood car around space shuttle matter. effect create image warp limited imagination. accelerate raw file workflow simultaneous processing multiple image continue working. digital camera raw file support accelerate raw file workflow simultaneous processing multiple image continue working. photoshop cs2 import image choice format including digital negative (dng); enjoy automatic adjustment exposure shadow brightness contrast; much more. exciting new enhancement provides fast easy access within photoshop software raw image format produced many leading professional midrange digital cameras. photoshop camera raw plug-in--now available part photoshop cs2--has updated support camera include features. spot healing brush one-click red-eye correction never touch ups easy. spot healing brush effortlessly retouch photos--including 16-bit images--in single click. red-eye correction let instantly neutralize red eye also let set pupil size darkening level. effective red-eye reduction click away. use new multi-layer select feature intuitively edit control work. new feature photoshop cs2 offer huge array exciting new feature designed help artist creative professional field stretch imagination increase work creative efficiencies: smart objects: perform nondestructive scaling rotating warping raster vector graphic smart objects. even preserve editability high-resolution vector data adobe illustrator software. multiple layer control: select move group transform warp object intuitively clicking dragging directly canvas. easily align object smart guides. nondestructive image correction: improve color contrast dynamic range image using comprehensive set professional correction tool nondestructive adjustment layer display correction preserving original. full 16-bit new 32-bit image support: work absolute precision thanks support 16-bit image channel layers. create edit 32-bit image take advantage high dynamic range 32-bit support. advanced noise reduction: reduce noise remove jpeg artifact cleaner images. customizable workspace menus: get easier access tool need task-based presets highlight new commonly used menu item even set save custom menu workspaces. web animations: quickly create dynamic gif animation directly within photoshop cs2 taking advantage new animation palette layer palette animation options.","adobe","649.0"
